CVE-2008-6681,2020-09-01T15:25:29Z,"Cross-Site Scripting in dojo",dojo,0,1.1.0,MODERATE,CWE-79
CVE-2010-2273,2019-09-11T23:02:57Z,"Cross-Site Scripting in dojo",dojo,1.10.0,1.10.10,MODERATE,CWE-79
CVE-2010-2273,2019-09-11T23:02:57Z,"Cross-Site Scripting in dojo",dojo,1.11.0,1.11.6,MODERATE,CWE-79
CVE-2010-2273,2019-09-11T23:02:57Z,"Cross-Site Scripting in dojo",dojo,1.12.0,1.12.4,MODERATE,CWE-79
CVE-2010-2273,2019-09-11T23:02:57Z,"Cross-Site Scripting in dojo",dojo,1.13.0,1.13.1,MODERATE,CWE-79
CVE-2010-5312,2017-10-24T18:33:38Z,"Cross-site Scripting in jquery-ui",jquery-ui,1.7.0,1.10.0,MODERATE,CWE-79
CVE-2011-1714,2022-05-17T01:59:37Z,"QooxDoo XSS in Callback Parameter",qooxdoo,0,,MODERATE,CWE-79
CVE-2011-4969,2022-05-14T01:09:51Z,"jQuery vulnerable to Cross-Site Scripting (XSS)",jquery,0,1.6.3,MODERATE,CWE-79
CVE-2012-5881,2022-05-17T01:38:30Z,"Cross-site scripting in yui 2.4.0",yui2,2.4.0,,MODERATE,CWE-79
CVE-2012-6662,2017-10-24T18:33:37Z,"jquery-ui Tooltip widget vulnerable to XSS",jquery-ui,0,1.10.0,MODERATE,CWE-79
CVE-2012-6708,2020-09-01T16:41:46Z,"Cross-Site Scripting in jquery",jquery,0,1.9.0,MODERATE,CWE-64;CWE-79
CVE-2013-2022,2022-05-17T04:39:22Z,"jplayer Cross Site Scripting vulnerability",jplayer,0,2.3.0,MODERATE,CWE-79
CVE-2013-3364,2020-08-31T22:43:31Z,"Unauthenticated Remote Command Injection in ep_imageconvert",ep_imageconvert,0,0.0.3,HIGH,CWE-77
CVE-2013-4116,2020-09-01T16:03:34Z,"Local Privilege Escalation in npm",npm,0,1.3.3,LOW,CWE-59
CVE-2013-4660,2017-10-24T18:33:37Z,"Deserialization Code Execution in js-yaml",js-yaml,0,2.0.5,CRITICAL,CWE-20
CVE-2013-4939,2020-09-01T16:42:51Z,"Cross-Site Scripting in yui",yui,0,3.10.3,MODERATE,CWE-79
CVE-2013-6393,2020-08-31T22:51:50Z,"Heap Based Buffer Overflow in libyaml",libyaml,0,0.2.3,CRITICAL,CWE-119
CVE-2013-7035,2020-09-04T16:52:57Z,"Cross-Site Scripting in react",react,0.4.0,0.4.2,MODERATE,CWE-79
CVE-2013-7035,2020-09-04T16:52:57Z,"Cross-Site Scripting in react",react,0.5.0,0.5.2,MODERATE,CWE-79
CVE-2013-7370,2020-08-31T22:41:27Z,"methodOverride Middleware Reflected Cross-Site Scripting in connect",connect,0,2.8.1,LOW,CWE-79
CVE-2013-7371,2022-05-05T00:29:11Z,"Node Connect Reflected Cross-Site Scripting in Sencha Labs Connect middleware",connect,0,2.8.2,MODERATE,CWE-79
CVE-2013-7377,2017-11-28T22:20:17Z,"Potential Command Injection in codem-transcode",codem-transcode,0,0.5.0,HIGH,CWE-77
CVE-2013-7378,2020-08-31T22:46:38Z,"Potential Command Injection in hubot-scripts",hubot-scripts,0,2.4.5,CRITICAL,CWE-74
CVE-2013-7379,2020-08-31T22:59:07Z,"API Admin Auth Weakness in tomato",tomato,0,0.0.6,CRITICAL,CWE-287
CVE-2013-7381,2020-08-31T22:50:48Z,"Potential Command Injection in libnotify",libnotify,0,1.0.4,CRITICAL,CWE-74
CVE-2013-7451,2017-10-24T18:33:36Z,"Moderate severity vulnerability that affects validator",validator,0,1.1.0,MODERATE,CWE-79
CVE-2013-7452,2017-10-24T18:33:36Z,"Moderate severity vulnerability that affects validator",validator,0,1.1.0,MODERATE,CWE-79
CVE-2013-7453,2017-10-24T18:33:36Z,"Moderate severity vulnerability that affects validator",validator,0,1.1.0,MODERATE,CWE-79
CVE-2013-7454,2017-10-24T18:33:36Z,"Multiple XSS Filter Bypasses in validator",validator,0,1.1.0,MODERATE,CWE-79
CVE-2014-10064,2018-10-09T00:38:48Z,"Denial-of-Service Extended Event Loop Blocking in qs",qs,0,1.0.0,HIGH,CWE-400
CVE-2014-10065,2020-08-31T22:56:00Z,"Content Injection in remarkable",remarkable,0,1.4.1,HIGH,CWE-94
CVE-2014-10066,2020-08-31T22:44:33Z,"Directory Traversal in fancy-server",fancy-server,0,0.1.4,HIGH,CWE-22
CVE-2014-10067,2020-08-31T22:54:56Z,"Validation Bypass in paypal-ipn",paypal-ipn,0,3.0.0,MODERATE,CWE-287
CVE-2014-10068,2020-08-31T22:47:41Z,"Hidden Directories Always Served in inert",inert,0,1.1.1,MODERATE,CWE-22
CVE-2014-3741,2017-11-28T22:44:52Z,"Potential Command Injection in printer",printer,0,0.0.2,CRITICAL,CWE-77
CVE-2014-3742,2017-10-24T18:33:36Z,"File Descriptor Leak Can Cause DoS Vulnerability in hapi",hapi,2.0.0,2.2.0,HIGH,CWE-400
CVE-2014-3743,2020-08-31T22:52:52Z,"Multiple Content Injection Vulnerabilities in marked",marked,0,0.3.1,MODERATE,CWE-79
CVE-2014-3744,2020-08-31T22:58:04Z,"Directory Traversal in st",st,0,0.2.5,HIGH,CWE-22
CVE-2014-4179,2020-09-01T15:15:36Z,"Denial of Service in yar",yar,0,2.2.0,HIGH,CWE-400
CVE-2014-4671,2020-08-31T22:45:35Z,"Rosetta-Flash JSONP Vulnerability in hapi",hapi,0,6.1.0,MODERATE,CWE-352
CVE-2014-6393,2018-10-23T17:22:54Z,"No Charset in Content-Type Header in express",express,0,3.11.0,MODERATE,CWE-79
CVE-2014-6393,2018-10-23T17:22:54Z,"No Charset in Content-Type Header in express",express,4.0.0,4.5.0,MODERATE,CWE-79
CVE-2014-6394,2017-10-24T18:33:36Z,"Directory Traversal in send",send,0,0.8.4,LOW,CWE-22
CVE-2014-7191,2017-10-24T18:33:36Z,"Denial-of-Service Memory Exhaustion in qs",qs,0,1.0.0,HIGH,CWE-400
CVE-2014-7192,2017-10-24T18:33:36Z,"Potential for Script Injection in syntax-error",syntax-error,0,1.1.1,HIGH,CWE-94
CVE-2014-7193,2017-10-24T18:33:36Z,"CORS Token Disclosure in crumb",crumb,0,3.0.0,MODERATE,CWE-284
CVE-2014-7205,2017-10-24T18:33:36Z,"Arbitrary JavaScript Execution in bassmaster",bassmaster,0,1.5.2,CRITICAL,CWE-94
CVE-2014-8881,2020-09-01T15:16:43Z,"Regular Expression Denial of Service in bleach",bleach,0.0.0,,MODERATE,CWE-400
CVE-2014-8882,2020-08-31T23:01:13Z,"Regular Expression Denial of Service in validator",validator,0,3.22.1,HIGH,CWE-400
CVE-2014-8883,2020-08-31T22:53:54Z,"Directory Traversal in nhouston",nhouston,0.0.0,,MODERATE,CWE-23
CVE-2014-9682,2017-10-24T18:33:36Z,"dns-sync command injection vulnerability",dns-sync,0,0.1.1,CRITICAL,CWE-77
CVE-2014-9772,2018-11-06T23:12:49Z,"XSS Filter Bypass via Encoded URL in validator",validator,0,2.0.0,MODERATE,CWE-79
CVE-2015-10005,2022-12-27T09:30:41Z,"markdown-it vulnerable to Inefficient Regular Expression Complexity",markdown-it,0,3.0.0,HIGH,CWE-1333
CVE-2015-1164,2020-08-31T22:57:02Z,"Open Redirect in serve-static",serve-static,0,1.7.2,LOW,CWE-601
CVE-2015-1164,2020-08-31T22:57:02Z,"Open Redirect in serve-static",serve-static,1.7.0,1.7.2,LOW,CWE-601
CVE-2015-1369,2017-10-24T18:33:36Z,"SQL Injection in sequelize",sequelize,0,2.0.0-rc8,HIGH,CWE-89
CVE-2015-1370,2017-10-24T18:33:36Z,"VBScript Content Injection in marked",marked,0,0.3.3,MODERATE,CWE-79
CVE-2015-20110,2023-10-31T03:31:22Z,"generator-jhipster allows a timing attack against validateToken due to a string comparison that stops at the first character",generator-jhipster,0,2.23.0,HIGH,CWE-208;CWE-307
CVE-2015-3296,2022-05-17T00:47:33Z,"NodeBB Cross-site Scripting Vulnerability in Markdown Processing",nodebb,0,0.70,MODERATE,CWE-79
CVE-2015-3296,2022-05-17T00:47:33Z,"NodeBB Cross-site Scripting Vulnerability in Markdown Processing",nodebb-plugin-markdown,0,5.1.1,MODERATE,CWE-79
CVE-2015-4130,2020-08-31T23:00:10Z,"Command Injection in ungit",ungit,0,0.9.0,CRITICAL,CWE-77
CVE-2015-5654,2020-09-11T21:18:05Z,"Cross-Site Scripting in dojo",dojo,0,1.9.1,MODERATE,CWE-79
CVE-2015-5688,2017-10-24T18:33:36Z,"Directory Traversal in geddy",geddy,0,13.0.8,HIGH,CWE-22
CVE-2015-6584,2020-08-31T22:42:29Z,"DataTable Vulnerable to Cross-Site Scripting",datatables,0,1.10.10,HIGH,CWE-79
CVE-2015-7294,2020-08-31T22:49:46Z,"LDAP Injection in ldapauth",ldapauth,0,,HIGH,CWE-90
CVE-2015-7294,2020-08-31T22:49:46Z,"LDAP Injection in ldapauth",ldapauth-fork,0,2.3.3,HIGH,CWE-90
CVE-2015-7982,2020-09-01T15:18:55Z,"Command Injection in gm",gm,0,1.21.1,CRITICAL,CWE-77
CVE-2015-8013,2022-05-17T02:15:35Z,"OpenPGP 1.2.0 and earlier decrypts arbitrary messages",openpgp,0,1.3.0,HIGH,
CVE-2015-8315,2017-10-24T18:33:36Z,"Regular Expression Denial of Service in ms",ms,0,0.7.1,HIGH,CWE-1333;CWE-400
CVE-2015-8851,2020-04-16T03:14:50Z,"Insecure Entropy Source - Math.random() in node-uuid",node-uuid,0,1.4.4,HIGH,CWE-331
CVE-2015-8854,2017-10-24T18:33:36Z,"Regular Expression Denial of Service in marked",marked,0,0.3.4,HIGH,CWE-1333
CVE-2015-8855,2017-10-24T18:33:36Z,"Regular Expression Denial of Service in semver",semver,0,4.3.2,HIGH,CWE-1333
CVE-2015-8856,2017-10-24T18:33:36Z,"Cross-Site Scripting in serve-index",serve-index,0,1.6.3,MODERATE,CWE-79
CVE-2015-8857,2017-10-24T18:33:36Z,"Incorrect Handling of Non-Boolean Comparisons During Minification in uglify-js",uglify-js,0,2.4.24,CRITICAL,CWE-1254;CWE-670
CVE-2015-8858,2017-10-24T18:33:36Z,"Regular Expression Denial of Service in uglify-js",uglify-js,0,2.6.0,HIGH,CWE-1333
CVE-2015-8859,2017-10-24T18:33:36Z,"Root Path Disclosure in send",send,0,0.11.1,MODERATE,CWE-200
CVE-2015-8860,2017-10-24T18:33:36Z,"Symlink Arbitrary File Overwrite in tar",tar,0,2.0.0,HIGH,CWE-59
CVE-2015-8861,2018-10-23T17:20:12Z,"Cross-Site Scripting in handlebars",handlebars,0,4.0.0,MODERATE,CWE-79
CVE-2015-8862,2017-10-24T18:33:36Z,"Cross-Site Scripting in mustache",mustache,0,2.2.1,HIGH,CWE-79
CVE-2015-9235,2018-10-09T00:38:30Z,"Verification Bypass in jsonwebtoken",jsonwebtoken,0,4.2.2,CRITICAL,CWE-20
CVE-2015-9236,2018-06-07T19:43:25Z,"Incorrect handling of CORS preflight request headers in hapi",hapi,0,11.0.0,MODERATE,CWE-284
CVE-2015-9238,2019-06-03T17:28:23Z,"Insecure Comparison in secure-compare",secure-compare,0,3.0.1,HIGH,CWE-697
CVE-2015-9239,2020-09-01T15:17:48Z,"Regular Expression Denial of Service in ansi2html",ansi2html,0.0.0,,HIGH,CWE-400
CVE-2015-9240,2018-06-07T19:43:20Z,"Authentication Weakness in keystone",keystone,0,0.3.16,HIGH,CWE-1255
CVE-2015-9241,2018-06-07T19:43:15Z,"Denial of Service in hapi",hapi,0,11.1.3,HIGH,CWE-400
CVE-2015-9242,2018-06-07T19:43:11Z,"Denial of Service in ecstatic",ecstatic,0,1.4.0,HIGH,CWE-400
CVE-2015-9243,2020-09-01T15:20:00Z,"Unsafe Merging of CORS Configuration Conflict in hapi",hapi,0,11.1.4,MODERATE,CWE-284
CVE-2015-9244,2020-09-01T15:21:05Z,"SQL Injection in mysql",mysql,0,2.0.0-alpha8,MODERATE,CWE-89
CVE-2015-9251,2018-01-22T13:32:06Z,"Cross-Site Scripting (XSS) in jquery",jquery,0,1.12.2,MODERATE,CWE-79
CVE-2015-9251,2018-01-22T13:32:06Z,"Cross-Site Scripting (XSS) in jquery",jquery,1.12.3,3.0.0,MODERATE,CWE-79
CVE-2015-9286,2019-05-01T18:37:08Z,"Cross-site Scripting in NodeBB",nodebb,0,0.8.2,MODERATE,CWE-79
CVE-2015-9544,2021-12-09T19:29:36Z,"Improper Input Validation in xdLocalStorage",xdlocalstorage,0,,HIGH,CWE-20
CVE-2015-9545,2021-12-09T19:30:29Z,"Improper Input Validation in xdLocalStorage",xdlocalstorage,0,,HIGH,CWE-20
CVE-2016-1000021,2022-05-24T17:02:32Z,"Duplicate Advisory: Node CLI Allows Arbitrary File Overwrite",cli,0.1.0,1.0.0,LOW,CWE-22
CVE-2016-1000223,2020-09-01T15:23:18Z,"Forgeable Public/Private Tokens in jws",jws,0,3.0.0,HIGH,
CVE-2016-1000224,2020-09-01T15:26:35Z,"Insecure Defaults Leads to Potential MITM in ezseed-transmission",ezseed-transmission,0.0.10,0.0.15,MODERATE,CWE-295;CWE-300
CVE-2016-1000225,2020-09-01T15:27:40Z,"SQL Injection via GeoJSON in sequelize",sequelize,3.4.0,3.23.6,CRITICAL,CWE-89
CVE-2016-1000226,2020-09-01T15:28:45Z,"Cross-Site Scripting in swagger-ui",swagger-ui,0,2.2.1,CRITICAL,CWE-79
CVE-2016-1000227,2020-09-01T15:29:51Z,"Cross-Site Scripting in bootstrap-tagsinput",bootstrap-tagsinput,0,,HIGH,CWE-79
CVE-2016-1000228,2020-09-01T15:32:04Z,"DOM-based XSS in gmail-js",gmail-js,0,0.6.5,HIGH,CWE-79
